UP000000212	GCA_000317975.2
UP000202038	GCA_001934825.1
UP000202039	GCA_000954295.1
UP000202040	GCA_001968615.1
UP000202042	GCA_001589935.1
UP000202044	GCA_001970425.1
UP000202046	GCA_001965455.1
UP000202047	GCA_001925915.1
UP000202048	GCA_001960135.1
UP000202053	GCA_001923755.1
UP000202054	GCA_000851825.1
UP000202055	GCA_000881395.1
UP000202056	GCA_001551185.1
UP000202057	GCA_001965135.1
UP000202058	GCA_001965575.1
UP000202059	GCA_000929415.1
UP000202063	GCA_001934085.1
UP000202064	GCA_001958655.1
UP000202066	GCA_001926535.1
UP000202067	GCA_001444065.1
UP000202069	GCA_001754265.1
UP000202072	GCA_001602065.1
UP000202074	GCA_001755645.1
UP000202076	GCA_001882215.1
UP000202078	GCA_001926055.1
UP000202079	GCA_001646415.1
UP000202081	GCA_001882115.1
UP000202082	GCA_001590235.1
UP000202084	GCA_001962835.1
UP000202086	GCA_000909275.1
UP000202089	GCA_001736755.1
UP000202090	GCA_002024755.1
UP000202092	GCA_001957835.1
UP000202093	GCA_000910255.1
UP000202097	GCA_000920555.1
UP000202098	GCA_001934345.1
UP000202099	GCA_001593375.1
UP000202100	GCA_002219865.1
UP000202101	GCA_001019755.1
UP000202103	GCA_001958835.1
UP000202105	GCA_001958955.1
UP000202106	GCA_001964435.1
UP000202107	GCA_001961575.1
UP000202109	GCA_001923795.1
UP000202110	GCA_001882195.1
UP000202111	GCA_001501155.1
UP000202114	GCA_001743855.1
UP000202115	GCA_000915675.1
UP000202116	GCA_001924715.1
UP000202117	GCA_001502215.1
UP000202118	GCA_001755685.1
UP000202120	GCA_001678815.1
UP000202121	GCA_001968035.1
UP000202122	GCA_001934185.1
UP000202123	GCA_001962655.1
UP000202125	GCA_000894875.1
UP000202126	GCA_001960155.1
UP000202127	GCA_001654425.1
UP000202129	GCA_000841485.1
UP000202131	GCA_001646095.1
UP000202132	GCA_000869765.1
UP000202133	GCA_001504975.1
UP000202134	GCA_001925875.1
UP000202135	GCA_001907745.1
UP000202136	GCA_000917455.1
UP000202139	GCA_001959095.1
UP000202140	GCA_001935245.1
UP000202141	GCA_001967915.1
UP000202142	GCA_001934645.1
UP000202147	GCA_001923435.1
UP000202152	GCA_001501475.1
UP000202154	GCA_000843765.1
UP000202155	GCA_002080295.1
UP000202156	GCA_001973915.1
UP000202158	GCA_001881915.1
UP000202159	GCA_000892335.1
UP000202162	GCA_000890215.1
UP000202163	GCA_000884135.1
UP000202164	GCA_001926695.1
UP000202165	GCA_001965055.1
UP000202169	GCA_001926975.1
UP000202170	GCA_001745615.1
UP000202171	GCA_001590095.1
UP000202174	GCA_001882095.1
UP000202176	GCA_000916835.1
UP000202177	GCA_001958295.1
UP000202178	GCA_001962035.1
UP000202179	GCA_001959575.1
UP000202181	GCA_001744335.1
UP000202182	GCA_002003795.1
UP000202183	GCA_001927095.1
UP000202184	GCA_001957975.1
UP000202185	GCA_001926575.1
UP000202186	GCA_000854305.1
UP000202189	GCA_000887855.1
UP000202190	GCA_001579495.1
UP000202191	GCA_000858465.1
UP000202197	GCA_002004815.1
UP000202199	GCA_001962615.1
UP000202200	GCA_001967875.1
UP000202201	GCA_000839845.1
UP000202202	GCA_000925095.1
UP000202207	GCA_001964535.1
UP000202208	GCA_001964075.1
UP000202209	GCA_001645855.1
UP000202210	GCA_000843905.1
UP000202211	GCA_001962335.1
UP000202212	GCA_000887955.1
UP000202213	GCA_000896535.1
UP000202214	GCA_000842785.1
UP000202215	GCA_001934985.1
UP000202218	GCA_001960535.1
UP000202219	GCA_001755245.1
UP000202222	GCA_000858725.1
UP000202224	GCA_001966315.1
UP000202225	GCA_000903435.1
UP000202227	GCA_000899195.1
UP000202228	GCA_001961835.1
UP000202229	GCA_001933725.1
UP000202230	GCA_000906975.1
UP000202231	GCA_001503255.1
UP000202232	GCA_001960175.1
UP000202234	GCA_001924535.1
UP000202236	GCA_001966735.1
UP000202237	GCA_001926035.1
UP000202239	GCA_001970265.1
UP000202242	GCA_001470615.1
UP000202245	GCA_001964295.1
UP000202247	GCA_001924815.1
UP000202249	GCA_000954735.1
UP000202250	GCA_001646475.1
UP000202252	GCA_001645875.1
UP000202254	GCA_001744595.1
UP000202257	GCA_001966615.1
UP000202258	GCA_000928195.1
UP000202262	GCA_001968555.1
UP000202263	GCA_001963575.1
UP000202264	GCA_001963315.1
UP000202267	GCA_001964495.1
UP000202270	GCA_000911095.1
UP000202271	GCA_000897275.1
UP000202273	GCA_001923175.1
UP000202274	GCA_001934265.1
UP000202277	GCA_000856965.1
UP000202279	GCA_001736555.1
UP000202280	GCA_000884215.1
UP000202281	GCA_001966235.1
UP000202282	GCA_001308795.2
UP000202283	GCA_000848445.1
UP000202284	GCA_000926755.1
UP000202285	GCA_001935365.1
UP000202286	GCA_002210855.1
UP000202287	GCA_000858565.1
UP000202288	GCA_001645935.1
UP000202290	GCA_001959955.1
UP000202292	GCA_001934365.1
UP000202293	GCA_000904935.1
UP000202294	GCA_001961095.1
UP000202299	GCA_000919735.1
UP000202301	GCA_001925375.1
UP000202302	GCA_001963895.1
UP000202303	GCA_001461165.1
UP000202304	GCA_001695425.1
UP000202305	GCA_002004495.1
UP000202306	GCA_001736455.1
UP000202308	GCA_001961635.1
UP000202309	GCA_000863745.1
UP000202310	GCA_001743635.1
UP000202311	GCA_000851245.1
UP000202313	GCA_000850385.1
UP000202314	GCA_001965295.1
UP000202317	GCA_000869805.1
UP000202318	GCA_001965615.1
UP000202319	GCA_000989055.1
UP000202320	GCA_000881715.1
UP000202321	GCA_001967055.1
UP000202323	GCA_000922195.1
UP000202324	GCA_000851265.1
UP000202325	GCA_001589795.1
UP000202326	GCA_001684505.1
UP000202329	GCA_002008755.1
UP000202330	GCA_001934105.1
UP000202331	GCA_001924515.1
UP000202334	GCA_002210835.1
UP000202335	GCA_001974435.1
UP000202337	GCA_000892155.1
UP000202338	GCA_001935865.1
UP000202340	GCA_001963055.1
UP000202343	GCA_001966395.1
UP000202346	GCA_001964275.1
UP000202348	GCA_000892195.1
UP000202349	GCA_001589715.1
UP000202350	GCA_001966195.1
UP000202351	GCA_001579355.1
UP000202354	GCA_000853545.1
UP000202355	GCA_000867245.1
UP000202356	GCA_001970785.1
UP000202358	GCA_001958515.1
UP000202359	GCA_001935325.1
UP000202360	GCA_001964475.1
UP000202361	GCA_002080215.1
UP000202362	GCA_002118465.1
UP000202363	GCA_000872625.1
UP000202364	GCA_001963155.1
UP000202366	GCA_001461105.1
UP000202368	GCA_001935825.1
UP000202370	GCA_001968015.1
UP000202372	GCA_000928355.1
UP000202373	GCA_000919075.1
UP000202374	GCA_001957895.1
UP000202375	GCA_001645895.1
UP000202376	GCA_000864485.1
UP000202377	GCA_000920415.1
UP000202378	GCA_001965075.1
UP000202381	GCA_000926175.1
UP000202382	GCA_002004435.1
UP000202383	GCA_001502855.1
UP000202387	GCA_001611645.1
UP000202388	GCA_001926375.1
UP000202389	GCA_000930835.1
UP000202392	GCA_001963295.1
UP000202393	GCA_001966795.1
UP000202394	GCA_000988995.1
UP000202397	GCA_001754925.1
UP000202399	GCA_001271315.1
UP000202401	GCA_000905455.1
UP000202405	GCA_001589675.1
UP000202408	GCA_001925635.1
UP000202409	GCA_001962715.1
UP000202411	GCA_000893575.1
UP000202416	GCA_001934045.1
UP000202418	GCA_002211035.1
UP000202419	GCA_000873685.1
UP000202420	GCA_000869685.1
UP000202421	GCA_001777205.1
UP000202423	GCA_000895715.1
UP000202425	GCA_001965695.1
UP000202428	GCA_002004895.1
UP000202429	GCA_001959515.1
UP000202432	GCA_001755125.1
UP000202433	GCA_001934805.1
UP000202434	GCA_001470375.1
UP000202435	GCA_002008835.1
UP000202436	GCA_001430335.1
UP000202437	GCA_000910955.1
UP000202438	GCA_000849545.1
UP000202439	GCA_000921435.1
UP000202440	GCA_002237535.1
UP000202441	GCA_000856405.1
UP000202444	GCA_000907195.1
UP000202446	GCA_000914395.1
UP000202447	GCA_000927635.1
UP000202449	GCA_001517035.1
UP000202451	GCA_001461405.1
UP000202454	GCA_001934725.1
UP000202455	GCA_000864185.1
UP000202456	GCA_000907695.1
UP000202457	GCA_001958355.1
UP000202459	GCA_001968175.1
UP000202460	GCA_001957475.1
UP000202461	GCA_001962995.1
UP000202464	GCA_001925455.1
UP000202465	GCA_000859705.1
UP000202469	GCA_001551365.1
UP000202470	GCA_001725895.1
UP000202471	GCA_001736715.1
UP000202472	GCA_001935285.1
UP000202473	GCA_000923195.1
UP000202475	GCA_000914975.1
UP000202476	GCA_001960635.1
UP000202477	GCA_000886815.1
UP000202478	GCA_001041755.1
UP000202480	GCA_001925435.1
UP000202481	GCA_002210775.1
UP000202482	GCA_000973295.1
UP000202483	GCA_001964155.1
UP000202488	GCA_001925355.1
UP000202489	GCA_000870905.1
UP000202490	GCA_001965635.1
UP000202491	GCA_001505595.1
UP000202492	GCA_000916355.1
UP000202493	GCA_001924215.1
UP000202494	GCA_001926355.1
UP000202495	GCA_000872345.1
UP000202496	GCA_000870265.1
UP000202497	GCA_000874505.1
UP000202498	GCA_001927175.1
UP000202499	GCA_001927155.1
UP000202500	GCA_001441035.1
UP000202503	GCA_000891555.1
UP000202507	GCA_000900315.1
UP000202508	GCA_001589855.1
UP000202509	GCA_001926995.1
UP000202510	GCA_001308615.1
UP000202511	GCA_000928575.1
UP000202513	GCA_001966335.1
UP000202514	GCA_001970705.1
UP000202515	GCA_001965235.1
UP000202517	GCA_001964515.1
UP000202519	GCA_001754125.1
UP000202520	GCA_000870805.1
UP000202522	GCA_001966355.1
UP000202523	GCA_001933925.1
UP000202524	GCA_001962395.1
UP000202526	GCA_000867665.1
UP000202527	GCA_001924035.1
UP000202528	GCA_000909335.1
UP000202530	GCA_000905215.1
UP000202531	GCA_000881875.1
UP000202534	GCA_000919055.1
UP000202537	GCA_001959295.1
UP000202538	GCA_001723005.1
UP000202540	GCA_000931115.1
UP000202541	GCA_001924015.1
UP000202543	GCA_001924395.1
UP000202544	GCA_000884655.1
UP000202545	GCA_001934165.1
UP000202546	GCA_000922235.1
UP000202547	GCA_001502815.1
UP000202549	GCA_001924655.1
UP000202551	GCA_001935665.1
UP000202554	GCA_000886495.1
UP000202555	GCA_000889275.1
UP000202557	GCA_001963655.1
UP000202558	GCA_000893915.1
UP000202559	GCA_001958335.1
UP000202561	GCA_001723025.1
UP000202562	GCA_001754225.1
UP000202564	GCA_001970465.1
UP000202565	GCA_000930955.1
UP000202567	GCA_001965475.1
UP000202568	GCA_000908135.1
UP000202570	GCA_001446205.1
UP000202571	GCA_001926315.1
UP000202572	GCA_001966375.1
UP000202573	GCA_001430455.1
UP000202576	GCA_000921355.1
UP000202577	GCA_001964575.1
UP000202578	GCA_001646335.1
UP000202579	GCA_001590315.1
UP000202582	GCA_001961915.1
UP000202583	GCA_001500875.1
UP000202584	GCA_001966655.1
UP000202585	GCA_001961035.1
UP000202586	GCA_001961255.1
UP000202587	GCA_000849765.1
UP000202590	GCA_001966555.1
UP000202592	GCA_001589555.1
UP000202593	GCA_001590555.1
UP000202594	GCA_000973315.1
UP000202595	GCA_001343705.1
UP000202596	GCA_000893435.1
UP000202599	GCA_001589635.1
UP000202600	GCA_001968235.1
UP000202601	GCA_001959975.1
UP000202602	GCA_001440935.1
UP000202604	GCA_001754745.1
UP000202606	GCA_000881975.1
UP000202607	GCA_001777245.1
UP000202608	GCA_000923235.1
UP000202609	GCA_001924195.1
UP000202610	GCA_001722725.1
UP000202611	GCA_001470055.1
UP000202612	GCA_001706905.1
UP000202613	GCA_000890715.1
UP000202615	GCA_000848465.1
UP000202616	GCA_001926855.1
UP000202617	GCA_002219625.1
UP000202618	GCA_001743835.1
UP000202619	GCA_001743575.1
UP000202621	GCA_001925575.1
UP000202622	GCA_002210915.1
UP000202624	GCA_000866585.1
UP000202627	GCA_001967835.1
UP000202628	GCA_000841285.1
UP000202629	GCA_001754805.1
UP000202630	GCA_000913095.1
UP000202631	GCA_002005095.1
UP000202632	GCA_001957675.1
UP000202633	GCA_001933525.1
UP000202634	GCA_001960035.1
UP000202635	GCA_000844105.1
UP000202636	GCA_000892595.1
UP000202637	GCA_000900435.1
UP000202638	GCA_002004675.1
UP000202640	GCA_000919695.1
UP000202641	GCA_000852985.1
UP000202644	GCA_000989075.1
UP000202647	GCA_001933605.1
UP000202648	GCA_001961955.1
UP000202649	GCA_000872145.1
UP000202650	GCA_000879415.1
UP000202651	GCA_000893955.1
UP000202653	GCA_000879175.1
UP000202654	GCA_001933985.1
UP000202657	GCA_000879195.1
UP000202658	GCA_001590575.1
UP000202659	GCA_001963495.1
UP000202660	GCA_000889515.1
UP000202662	GCA_001960115.1
UP000202663	GCA_000892855.1
UP000202664	GCA_000883255.1
UP000202666	GCA_001921355.1
UP000202667	GCA_000839885.1
UP000202669	GCA_001736375.1
UP000202671	GCA_001755405.1
UP000202673	GCA_001933665.1
UP000202674	GCA_001961455.1
UP000202675	GCA_000864085.1
UP000202678	GCA_001925815.1
UP000202679	GCA_000890375.1
UP000202684	GCA_001924175.1
UP000202685	GCA_001958675.1
UP000202687	GCA_000921535.1
UP000202688	GCA_002004855.1
UP000202689	GCA_001925655.1
UP000202692	GCA_001957595.1
UP000202693	GCA_001744955.1
UP000202694	GCA_001910755.1
UP000202696	GCA_000889415.1
UP000202700	GCA_001443825.1
UP000202703	GCA_001968135.1
UP000202704	GCA_000847745.1
UP000202705	GCA_002004875.1
UP000202706	GCA_000842725.1
UP000202707	GCA_001962975.1
UP000202708	GCA_001961495.1
UP000202709	GCA_001292995.1
UP000202715	GCA_000855865.1
UP000202716	GCA_000842805.1
UP000202717	GCA_000886995.1
UP000202719	GCA_001567015.1
UP000202722	GCA_001965835.1
UP000202724	GCA_000921615.1
UP000202725	GCA_001958235.1
UP000202726	GCA_001934505.1
UP000202727	GCA_000885755.1
UP000202733	GCA_001921415.1
UP000202735	GCA_000853645.1
UP000202738	GCA_000921815.1
UP000202739	GCA_002024675.1
UP000202740	GCA_000907035.1
UP000202742	GCA_001964995.1
UP000202746	GCA_001958915.1
UP000202748	GCA_002004355.1
UP000202749	GCA_001500615.1
UP000202750	GCA_001935765.1
UP000202751	GCA_001551345.1
UP000202753	GCA_001926595.1
UP000202754	GCA_001924135.1
UP000202755	GCA_001934145.1
UP000202759	GCA_001504695.1
UP000202760	GCA_001934385.1
UP000202762	GCA_001923835.1
UP000202763	GCA_001551565.1
UP000202764	GCA_001503415.1
UP000202769	GCA_001962475.1
UP000202770	GCA_001961675.1
UP000202771	GCA_000885215.1
UP000202774	GCA_001974235.1
UP000202779	GCA_000916875.1
UP000202782	GCA_000871585.1
UP000202783	GCA_000842665.1
UP000202784	GCA_001881955.1
UP000202785	GCA_000879975.1
UP000202786	GCA_000908655.1
UP000202789	GCA_001966595.1
UP000202790	GCA_001755665.1
UP000202791	GCA_000925115.1
UP000202792	GCA_000894195.1
UP000202795	GCA_000855965.1
UP000202796	GCA_002008815.1
UP000202800	GCA_001964255.1
UP000202801	GCA_000900095.2
UP000202803	GCA_001629965.1
UP000202805	GCA_001961975.1
UP000202806	GCA_000888675.1
UP000202809	GCA_000843305.1
UP000202811	GCA_000916075.1
UP000202813	GCA_001968095.1
UP000202814	GCA_001965035.1
UP000202815	GCA_001934325.1
UP000202816	GCA_001923895.1
UP000202817	GCA_001970625.1
UP000202818	GCA_001963275.1
UP000202819	GCA_001589755.1
UP000202821	GCA_000857765.1
UP000202823	GCA_000893075.1
UP000202825	GCA_001923955.1
UP000202826	GCA_001958595.1
UP000202828	GCA_002005055.1
UP000202830	GCA_002080275.1
UP000202831	GCA_001744175.1
UP000202834	GCA_001923855.1
UP000202835	GCA_002024775.1
UP000202836	GCA_000854905.1
UP000202837	GCA_001446245.1
UP000202838	GCA_000853665.1
UP000202841	GCA_001884675.1
UP000202842	GCA_001605795.1
UP000202844	GCA_001970305.1
UP000202845	GCA_001970225.1
UP000202848	GCA_001651165.1
UP000202849	GCA_002003915.1
UP000202851	GCA_001500455.1
UP000202852	GCA_001935585.1
UP000202857	GCA_000903175.1
UP000202859	GCA_001190615.1
UP000202860	GCA_000854525.1
UP000202862	GCA_000924135.1
UP000202863	GCA_000856145.1
UP000202865	GCA_001935185.1
UP000202866	GCA_001590275.1
UP000202867	GCA_001964755.1
UP000202868	GCA_001924615.1
UP000202869	GCA_001590075.1
UP000202870	GCA_001041735.1
UP000202871	GCA_001964915.1
UP000202872	GCA_000930635.1
UP000202873	GCA_001939215.1
UP000202874	GCA_000852745.1
UP000202875	GCA_001967755.1
UP000202876	GCA_001925615.1
UP000202879	GCA_000884635.1
UP000202880	GCA_000928475.1
UP000202882	GCA_001933805.1
UP000202883	GCA_001965935.1
UP000202884	GCA_001755045.1
UP000202887	GCA_001960975.1
UP000202890	GCA_001925755.1
UP000202891	GCA_001962695.1
UP000202892	GCA_001968075.1
UP000202893	GCA_001968655.1
UP000202897	GCA_001926495.1
UP000202899	GCA_001963975.1
UP000202901	GCA_001926015.1
UP000202902	GCA_001966435.1
UP000202904	GCA_000854545.1
UP000202906	GCA_001754345.1
UP000202907	GCA_000840465.1
UP000202909	GCA_001958035.1
UP000202910	GCA_001973895.1
UP000202912	GCA_000870605.1
UP000202913	GCA_001960615.1
UP000202915	GCA_000867525.1
UP000202921	GCA_000837945.1
UP000202922	GCA_900184935.1
UP000202923	GCA_001744315.1
UP000202924	GCA_000864425.1
UP000202925	GCA_001482975.1
UP000202926	GCA_001500775.1
UP000202927	GCA_001504935.1
UP000202928	GCA_000879535.1
UP000202932	GCA_000896495.1
UP000202933	GCA_002087205.1
UP000202939	GCA_001958535.1
UP000202945	GCA_001966675.1
UP000202946	GCA_001646075.1
UP000202947	GCA_000887135.1
UP000202948	GCA_001743795.1
UP000202950	GCA_001589435.1
UP000202951	GCA_001966495.1
UP000202952	GCA_001959735.1
UP000202953	GCA_001935265.1
UP000202954	GCA_000865585.1
UP000202956	GCA_000930655.1
UP000202957	GCA_001567055.1
UP000202961	GCA_001958855.1
UP000202962	GCA_001634575.1
UP000202964	GCA_001502335.1
UP000202965	GCA_001960655.1
UP000202969	GCA_000899235.1
UP000202976	GCA_001965215.1
UP000202977	GCA_001924575.1
UP000202978	GCA_001933625.1
UP000202979	GCA_002219985.1
UP000202980	GCA_001926515.1
UP000202981	GCA_001921535.1
UP000202982	GCA_001882315.1
UP000202983	GCA_000846465.1
UP000202984	GCA_001924495.1
UP000202985	GCA_001958775.1
UP000202988	GCA_001974255.1
UP000202989	GCA_000863085.1
UP000202990	GCA_001589915.1
UP000202991	GCA_001885445.1
UP000202993	GCA_001504855.1
UP000202995	GCA_000921895.1
UP000202996	GCA_000849445.1
UP000202997	GCA_001967515.1
UP000202998	GCA_002219465.1
UP000202999	GCA_001737055.1
UP000203004	GCA_001925955.1
UP000203005	GCA_001959035.1
UP000203006	GCA_001962095.1
UP000203007	GCA_001963755.1
UP000203008	GCA_001970285.1
UP000203009	GCA_001934625.1
UP000203010	GCA_001963415.1
UP000203012	GCA_001806195.1
UP000203013	GCA_000887655.1
UP000203016	GCA_001967715.1
UP000203017	GCA_001974555.1
UP000203019	GCA_001744275.1
UP000203020	GCA_001974195.1
UP000203021	GCA_001646015.1
UP000203022	GCA_001958135.1
UP000203023	GCA_001961515.1
UP000203025	GCA_001430035.1
UP000203026	GCA_001924095.1
UP000203027	GCA_001970545.1
UP000203028	GCA_000885495.1
UP000203029	GCA_001973935.1
UP000203030	GCA_001925495.1
UP000203033	GCA_001921335.1
UP000203035	GCA_002008455.1
UP000203038	GCA_001973975.1
UP000203039	GCA_002145845.1
UP000203042	GCA_001964395.1
UP000203043	GCA_001957395.1
UP000203050	GCA_000845225.1
UP000203053	GCA_000886595.1
UP000203054	GCA_000879055.1
UP000203057	GCA_002149545.1
UP000203061	GCA_000840505.1
UP000203063	GCA_000850645.1
UP000203065	GCA_001926895.1
UP000203066	GCA_002005725.1
UP000203071	GCA_001678335.1
UP000203073	GCA_001743595.1
UP000203080	GCA_001921395.1
UP000203081	GCA_001184885.1
UP000203082	GCA_000890135.1
UP000203083	GCA_001968255.1
UP000203084	GCA_001923515.1
UP000203088	GCA_001967235.1
UP000203089	GCA_000906675.1
UP000203090	GCA_000917855.1
UP000203091	GCA_000892095.1
UP000203092	GCA_000861405.1
UP000203094	GCA_001960675.1
UP000203095	GCA_000923895.1
UP000203097	GCA_001967035.1
UP000203098	GCA_001589375.1
UP000203099	GCA_001934685.1
UP000203100	GCA_001935785.1
UP000203101	GCA_001500575.1
UP000203102	GCA_001965395.1
UP000203103	GCA_001967315.1
UP000203104	GCA_001444125.1
UP000203106	GCA_000909155.1
UP000203107	GCA_000973275.1
UP000203108	GCA_001974115.1
UP000203109	GCA_001964315.1
UP000203110	GCA_001968575.1
UP000203112	GCA_000907635.1
UP000203117	GCA_002211055.1
UP000203121	GCA_001924275.1
UP000203124	GCA_001959995.1
UP000203125	GCA_000897515.1
UP000203126	GCA_001961395.1
UP000203127	GCA_001959915.1
UP000203128	GCA_000883475.1
UP000203130	GCA_001505575.1
UP000203131	GCA_001933845.1
UP000203132	GCA_000838065.1
UP000203133	GCA_000837205.1
UP000203134	GCA_001957635.1
UP000203135	GCA_000858825.1
UP000203138	GCA_000840145.1
UP000203139	GCA_001745315.1
UP000203141	GCA_001925775.1
UP000203143	GCA_001745295.1
UP000203144	GCA_001963515.1
UP000203145	GCA_001968295.1
UP000203147	GCA_001965915.1
UP000203149	GCA_000889255.1
UP000203153	GCA_001885385.1
UP000203154	GCA_001974415.1
UP000203156	GCA_001960315.1
UP000203157	GCA_001754165.1
UP000203160	GCA_001967355.1
UP000203162	GCA_000885635.1
UP000203163	GCA_001924795.1
UP000203165	GCA_001967455.1
UP000203166	GCA_000905415.1
UP000203168	GCA_001958395.1
UP000203169	GCA_001736995.1
UP000203170	GCA_001737095.1
UP000203171	GCA_001444105.1
UP000203174	GCA_002004715.1
UP000203179	GCA_001502235.1
UP000203181	GCA_000928855.1
UP000203182	GCA_001736895.1
UP000203186	GCA_001755565.1
UP000203190	GCA_001970365.1
UP000203191	GCA_000916695.1
UP000203193	GCA_001504415.1
UP000203194	GCA_001958055.1
UP000203195	GCA_000850425.1
UP000203196	GCA_000930895.1
UP000203197	GCA_000842645.1
UP000203198	GCA_001961375.1
UP000203199	GCA_000928955.1
UP000203200	GCA_001935605.1
UP000203205	GCA_001962795.1
UP000203206	GCA_001961715.1
UP000203208	GCA_001926275.1
UP000203209	GCA_001967015.1
UP000203210	GCA_001961895.1
UP000203211	GCA_001959795.1
UP000203213	GCA_001933585.1
UP000203214	GCA_001924735.1
UP000203216	GCA_000870405.1
UP000203220	GCA_001957855.1
UP000203221	GCA_000838965.1
UP000203222	GCA_000853365.1
UP000203223	GCA_001963215.1
UP000203224	GCA_001967595.1
UP000203225	GCA_000858685.1
UP000203226	GCA_000856805.1
UP000203227	GCA_000930815.1
UP000203229	GCA_002237575.1
UP000203230	GCA_001959215.1
UP000203231	GCA_001970805.1
UP000203232	GCA_000841445.1
UP000203233	GCA_001966635.1
UP000203234	GCA_001964195.1
UP000203235	GCA_001745975.1
UP000203236	GCA_000854005.1
UP000203238	GCA_001968335.1
UP000203239	GCA_000867565.1
UP000203240	GCA_000923335.1
UP000203245	GCA_001959155.1
UP000203246	GCA_002008675.1
